date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:19:58	1151/1151	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/Icons/icon_location.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/Icons/icon_location.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:19:59	2449/2449	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/Icons/icon_star_rating.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/Icons/icon_star_rating.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:19:59	1249/1249	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/Icons/icon_selected.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/Icons/icon_selected.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:00	1173/1173	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/Icons/icon_geo_location.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/Icons/icon_geo_location.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:01	1177/1177	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/Icons/icon_social_facebook.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/Icons/icon_social_facebook.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:01	1374/1374	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/Icons/icon_social_google.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/Icons/icon_social_google.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:03	1219/1219	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/Icons/icon_social_linkedin.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/Icons/icon_social_linkedin.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:05	1268/1268	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/Icons/icon_social_twitter.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/Icons/icon_social_twitter.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:06	1074/1074	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/Icons/icon_bullet_arrow_right.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/Icons/icon_bullet_arrow_right.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:06	177/177	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:34%20GMT	http://www.evanshalshaw.com/StyleSheets/images/animated-overlay.gif	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/animated-overlay.b6.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:07	17375/17375	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/EvansHalshaw/Interface/header_logo.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/EvansHalshaw/Interface/header_logo.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:07	188/188	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:35%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-bg_flat_75_ffffff_40x100.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-bg_flat_75_ffffff_40x100.b7.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:07	19568/19568	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:35%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/animated-overlay.gif	D:/MZ%207/bond/www.evanshalshaw.com/404/index7ff9.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:08	197/197	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:36%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-bg_highlight-soft_75_cccccc_1x100.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-bg_highlight-soft_75_cccccc_1x100.b8.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:09	19831/19831	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:37%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-bg_highlight-soft_75_cccccc_1x100.png	D:/MZ%207/bond/www.evanshalshaw.com/404/index5ebb.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:10	188/188	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:37%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_75_e6e6e6_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_75_e6e6e6_1x400.b9.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:10	188/188	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:38%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_75_dadada_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_75_dadada_1x400.ba.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:11	19822/19822	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:39%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-bg_glass_75_e6e6e6_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/404/indexa4ef.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:12	19579/19579	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:39%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-bg_glass_75_dadada_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/404/indexed4c.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:12	19579/19579	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:40%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-bg_flat_75_ffffff_40x100.png	D:/MZ%207/bond/www.evanshalshaw.com/404/indexc079.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:13	188/188	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:40%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_65_ffffff_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_65_ffffff_1x400.bb.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:14	19579/19579	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:41%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-bg_glass_65_ffffff_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/404/index0fd6.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:14	188/188	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:41%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_55_fbf9ee_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_55_fbf9ee_1x400.bc.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:16	188/188	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:42%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_95_fef1ec_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-bg_glass_95_fef1ec_1x400.bd.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:16	19822/19822	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:43%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-bg_glass_55_fbf9ee_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/404/indexbc26.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:17	19579/19579	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:44%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-bg_glass_95_fef1ec_1x400.png	D:/MZ%207/bond/www.evanshalshaw.com/404/index189f.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:17	184/184	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:44%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-icons_222222_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-icons_222222_256x240.be.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:18	19818/19818	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:45%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-icons_222222_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/404/index7ba2.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:21	184/184	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:45%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-icons_888888_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-icons_888888_256x240.bf.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:22	19575/19575	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:49%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-icons_888888_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/404/index9f0c.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:22	184/184	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:49%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-icons_454545_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-icons_454545_256x240.c0.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:23	19575/19575	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:50%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-icons_454545_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/404/index5afe.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:23	184/184	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:51%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-icons_2e83ff_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-icons_2e83ff_256x240.c1.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:24	19575/19575	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:51%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-icons_2e83ff_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/404/indexb2e8.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:24	184/184	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:52%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-icons_cd0a0a_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-icons_cd0a0a_256x240.c2.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:25	19575/19575	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:53%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-icons_cd0a0a_256x240.png	D:/MZ%207/bond/www.evanshalshaw.com/404/indexef50.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:26	187/187	---M--	302	error ('Found')	text/html	date:Mon,%2012%20Jan%202015%2020:45:53%20GMT	http://www.evanshalshaw.com/StyleSheets/images/ui-bg_flat_0_aaaaaa_40x100.png	D:/MZ%207/bond/www.evanshalshaw.com/StyleSheets/images/ui-bg_flat_0_aaaaaa_40x100.c3.delayed	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:28	2608/2608	---M--	200	added ('OK')	image/gif	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/ThirdParty/SwipeBox/loader.gif	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/ThirdParty/SwipeBox/loader.gif	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:28	19578/19578	---M-Z	200	added ('OK')	text/html	date:Mon,%2012%20Jan%202015%2020:45:54%20GMT	http://www.evanshalshaw.com/404/?aspxerrorpath=/StyleSheets/images/ui-bg_flat_0_aaaaaa_40x100.png	D:/MZ%207/bond/www.evanshalshaw.com/404/index0e3d.html	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:29	729/729	---M--	200	added ('OK')	image/png	etag:%220a97384ffd01:0%22	http://www.evanshalshaw.com/Images/Common/ThirdParty/SwipeBox/icons.png	D:/MZ%207/bond/www.evanshalshaw.com/Images/Common/ThirdParty/SwipeBox/icons.png	(from http://www.evanshalshaw.com/StyleSheets/Default.css)
02:20:34	28326/28326	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c5-part1.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c5-part1.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:20:34	29456/29456	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c2-part1.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c2-part1.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:20:36	9197/9197	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c6-date.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c6-date.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:20:42	66322/66322	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c6-illustration-bodywork.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c6-illustration-bodywork.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:20:42	34116/34116	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c6-part2.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c6-part2.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:20:45	7786/7786	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c10-date.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c10-date.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:20:53	159901/159901	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c2-illustration-bodywork.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c2-illustration-bodywork.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:20:57	107688/107688	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c8-illustration-bodywork.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c8-illustration-bodywork.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:20:59	96018/96018	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c9-illustration-bodywork.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c9-illustration-bodywork.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:21:00	5313/5313	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c24-part2.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c24-part2.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:21:01	7332/7332	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c24-date.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c24-date.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:21:01	363/363	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c21-drag.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c21-drag.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:21:02	109352/109352	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c12-illustration-bodywork.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c12-illustration-bodywork.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:21:07	76964/76964	---M--	200	added ('OK')	image/png	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c23-illustration-bodywork.png	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/cars/c23-illustration-bodywork.png	(from http://www.evanshalshaw.com/Static/Content/BondCars/bond-css/main.css)
02:22:51	3508556/3508556	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%221D00F4F39C83700%22	http://www.evanshalshaw.com/Static/Content/BondCars/bond-img/infographic.jpg	D:/MZ%207/bond/www.evanshalshaw.com/Static/Content/BondCars/bond-img/infographic.jpg	(from http://www.evanshalshaw.com/more/bondcars/)
